train_loss,val_loss,val_acc
1.487673998810351,1.3401728657227527,0.6164
1.305396398614076,1.2679986704753925,0.6348
1.2084894507107409,1.2016273382343823,0.6546
1.1300121277401394,1.1893407619452174,0.6574
1.0592358809133822,1.146169571936885,0.6744
