train_loss,val_loss,val_acc
2.886752502315424,1.88859290110914,0.5106
2.1504394965754314,1.6863636095312577,0.5548
2.066690632904118,1.6117036795314355,0.561
2.037834734063257,1.5826335722887064,0.5616
2.033452894877304,1.5322781016555014,0.5736
