train_loss,val_loss,val_acc
0.5979249216192826,0.48919965458821646,0.8244
0.47044797535901045,0.43382492001298106,0.8444
0.41359681549312716,0.3956898324474504,0.8596
0.3699924118859185,0.3660044955867755,0.8684
0.3344505657653578,0.34141062388691723,0.8774
