train_loss,val_loss,val_acc
1.0920053421604363,0.7036092273796661,0.7628
0.8928572468628938,0.6616954735562771,0.775
0.8716065237213942,0.6468824657458293,0.7768
0.87195576291362,0.6066334123098398,0.7922
0.8666595551608638,0.6194989937770216,0.7818
